,country,year,sex-age,cases,sex,age
8978,MD,1998,m514,,m,5-14
8979,MD,1999,m514,,m,5-14
8980,MD,2000,m514,,m,5-14
8981,MD,2001,m514,,m,5-14
8982,MD,2002,m514,,m,5-14
8983,MD,2003,m514,,m,5-14
8984,MD,2004,m514,,m,5-14
8985,MD,2005,m514,2.0,m,5-14
8986,MD,2006,m514,,m,5-14
8987,MD,2007,m514,0.0,m,5-14
8988,MD,2008,m514,1.0,m,5-14
8989,ME,2005,m514,0.0,m,5-14
8990,ME,2006,m514,0.0,m,5-14
8991,ME,2007,m514,0.0,m,5-14
8992,ME,2008,m514,0.0,m,5-14
8993,MG,1980,m514,,m,5-14
8994,MG,1981,m514,,m,5-14
8995,MG,1982,m514,,m,5-14
8996,MG,1983,m514,,m,5-14
8997,MG,1984,m514,,m,5-14
8998,MG,1985,m514,,m,5-14
8999,MG,1986,m514,,m,5-14
9000,MG,1987,m514,,m,5-14
9001,MG,1988,m514,,m,5-14
9002,MG,1989,m514,,m,5-14
9003,MG,1990,m514,,m,5-14
9004,MG,1991,m514,,m,5-14
9005,MG,1992,m514,,m,5-14
9006,MG,1993,m514,,m,5-14
9007,MG,1994,m514,,m,5-14
9008,MG,1995,m514,,m,5-14
9009,MG,1996,m514,,m,5-14
9010,MG,1997,m514,,m,5-14
9011,MG,1998,m514,,m,5-14
9012,MG,2000,m514,,m,5-14
9013,MG,2001,m514,,m,5-14
9014,MG,2002,m514,,m,5-14
9015,MG,2003,m514,,m,5-14
9016,MG,2004,m514,,m,5-14
9017,MG,2005,m514,,m,5-14
9018,MG,2006,m514,,m,5-14
9019,MG,2007,m514,102.0,m,5-14
9020,MG,2008,m514,121.0,m,5-14
9021,MH,1980,m514,,m,5-14
9022,MH,1981,m514,,m,5-14
9023,MH,1982,m514,,m,5-14
9024,MH,1983,m514,,m,5-14
9025,MH,1984,m514,,m,5-14
9026,MH,1985,m514,,m,5-14
9027,MH,1986,m514,,m,5-14
9028,MH,1987,m514,,m,5-14
9029,MH,1988,m514,,m,5-14
9030,MH,1989,m514,,m,5-14
9031,MH,1991,m514,,m,5-14
9032,MH,1992,m514,,m,5-14
9033,MH,1993,m514,,m,5-14
9034,MH,1995,m514,,m,5-14
9035,MH,1996,m514,,m,5-14
9036,MH,1998,m514,,m,5-14
9037,MH,1999,m514,,m,5-14
9038,MH,2000,m514,,m,5-14
9039,MH,2001,m514,,m,5-14
9040,MH,2002,m514,,m,5-14
9041,MH,2003,m514,,m,5-14
9042,MH,2004,m514,,m,5-14
9043,MH,2005,m514,,m,5-14
9044,MH,2006,m514,,m,5-14
9045,MH,2007,m514,0.0,m,5-14
9046,MH,2008,m514,1.0,m,5-14
9047,MK,1992,m514,,m,5-14
9048,MK,1993,m514,,m,5-14
9049,MK,1994,m514,,m,5-14
9050,MK,1995,m514,,m,5-14
9051,MK,1996,m514,,m,5-14
9052,MK,1997,m514,,m,5-14
9053,MK,1998,m514,,m,5-14
9054,MK,1999,m514,,m,5-14
9055,MK,2000,m514,,m,5-14
9056,MK,2001,m514,,m,5-14
9057,MK,2002,m514,,m,5-14
9058,MK,2003,m514,,m,5-14
9059,MK,2004,m514,,m,5-14
9060,MK,2005,m514,2.0,m,5-14
9061,MK,2006,m514,0.0,m,5-14
9062,MK,2007,m514,1.0,m,5-14
9063,MK,2008,m514,1.0,m,5-14
9064,ML,1980,m514,,m,5-14
9065,ML,1981,m514,,m,5-14
9066,ML,1982,m514,,m,5-14
9067,ML,1983,m514,,m,5-14
9068,ML,1984,m514,,m,5-14
9069,ML,1985,m514,,m,5-14
9070,ML,1986,m514,,m,5-14
9071,ML,1987,m514,,m,5-14
9072,ML,1988,m514,,m,5-14
9073,ML,1989,m514,,m,5-14
9074,ML,1990,m514,,m,5-14
9075,ML,1991,m514,,m,5-14
9076,ML,1992,m514,,m,5-14
9077,ML,1993,m514,,m,5-14
9078,ML,1994,m514,,m,5-14
9079,ML,1995,m514,,m,5-14
9080,ML,1996,m514,,m,5-14
9081,ML,1997,m514,,m,5-14
9082,ML,1998,m514,,m,5-14
9083,ML,1999,m514,,m,5-14
9084,ML,2000,m514,,m,5-14
9085,ML,2001,m514,,m,5-14
9086,ML,2002,m514,,m,5-14
9087,ML,2003,m514,,m,5-14
9088,ML,2004,m514,,m,5-14
9089,ML,2005,m514,,m,5-14
9090,ML,2006,m514,,m,5-14
9091,ML,2007,m514,,m,5-14
9092,ML,2008,m514,20.0,m,5-14
9093,MM,1980,m514,,m,5-14
9094,MM,1981,m514,,m,5-14
9095,MM,1982,m514,,m,5-14
9096,MM,1983,m514,,m,5-14
9097,MM,1984,m514,,m,5-14
9098,MM,1985,m514,,m,5-14
9099,MM,1986,m514,,m,5-14
9100,MM,1987,m514,,m,5-14
9101,MM,1988,m514,,m,5-14
9102,MM,1989,m514,,m,5-14
9103,MM,1990,m514,,m,5-14
9104,MM,1991,m514,,m,5-14
9105,MM,1992,m514,,m,5-14
9106,MM,1993,m514,,m,5-14
9107,MM,1994,m514,,m,5-14
9108,MM,1995,m514,,m,5-14
9109,MM,1996,m514,,m,5-14
9110,MM,1997,m514,,m,5-14
9111,MM,1998,m514,,m,5-14
9112,MM,1999,m514,,m,5-14
9113,MM,2000,m514,,m,5-14
9114,MM,2001,m514,,m,5-14
9115,MM,2002,m514,,m,5-14
9116,MM,2003,m514,,m,5-14
9117,MM,2004,m514,,m,5-14
9118,MM,2005,m514,,m,5-14
9119,MM,2006,m514,,m,5-14
9120,MM,2007,m514,,m,5-14
9121,MM,2008,m514,,m,5-14
9122,MN,1980,m514,,m,5-14
9123,MN,1981,m514,,m,5-14
9124,MN,1982,m514,,m,5-14
9125,MN,1983,m514,,m,5-14
9126,MN,1984,m514,,m,5-14
9127,MN,1985,m514,,m,5-14
9128,MN,1986,m514,,m,5-14
9129,MN,1987,m514,,m,5-14
9130,MN,1988,m514,,m,5-14
9131,MN,1989,m514,,m,5-14
9132,MN,1990,m514,,m,5-14
9133,MN,1991,m514,,m,5-14
9134,MN,1992,m514,,m,5-14
9135,MN,1993,m514,,m,5-14
9136,MN,1994,m514,,m,5-14
9137,MN,1995,m514,,m,5-14
9138,MN,1996,m514,,m,5-14
9139,MN,1997,m514,,m,5-14
9140,MN,1998,m514,,m,5-14
9141,MN,1999,m514,,m,5-14
9142,MN,2000,m514,,m,5-14
9143,MN,2001,m514,,m,5-14
9144,MN,2002,m514,,m,5-14
9145,MN,2003,m514,,m,5-14
9146,MN,2004,m514,,m,5-14
9147,MN,2005,m514,,m,5-14
9148,MN,2006,m514,,m,5-14
9149,MN,2007,m514,,m,5-14
9150,MN,2008,m514,,m,5-14
9151,MO,1980,m514,,m,5-14
9152,MO,1981,m514,,m,5-14
9153,MO,1982,m514,,m,5-14
9154,MO,1983,m514,,m,5-14
9155,MO,1984,m514,,m,5-14
9156,MO,1985,m514,,m,5-14
9157,MO,1986,m514,,m,5-14
9158,MO,1987,m514,,m,5-14
9159,MO,1988,m514,,m,5-14
9160,MO,1989,m514,,m,5-14
9161,MO,1990,m514,,m,5-14
9162,MO,1991,m514,,m,5-14
9163,MO,1992,m514,,m,5-14
9164,MO,1993,m514,,m,5-14
9165,MO,1994,m514,,m,5-14
9166,MO,1995,m514,,m,5-14
9167,MO,1996,m514,,m,5-14
9168,MO,1997,m514,,m,5-14
9169,MO,1998,m514,,m,5-14
9170,MO,1999,m514,,m,5-14
9171,MO,2000,m514,,m,5-14
9172,MO,2001,m514,,m,5-14
9173,MO,2002,m514,,m,5-14
9174,MO,2003,m514,,m,5-14
9175,MO,2004,m514,,m,5-14
9176,MO,2005,m514,,m,5-14
9177,MO,2006,m514,,m,5-14
9178,MO,2007,m514,0.0,m,5-14
9179,MO,2008,m514,1.0,m,5-14
9180,MP,1981,m514,,m,5-14
9181,MP,1982,m514,,m,5-14
9182,MP,1983,m514,,m,5-14
9183,MP,1984,m514,,m,5-14
9184,MP,1985,m514,,m,5-14
9185,MP,1986,m514,,m,5-14
9186,MP,1987,m514,,m,5-14
9187,MP,1988,m514,,m,5-14
9188,MP,1989,m514,,m,5-14
9189,MP,1990,m514,,m,5-14
9190,MP,1992,m514,,m,5-14
9191,MP,1994,m514,,m,5-14
9192,MP,1995,m514,,m,5-14
9193,MP,1996,m514,,m,5-14
9194,MP,1997,m514,,m,5-14
9195,MP,1998,m514,,m,5-14
9196,MP,1999,m514,,m,5-14
9197,MP,2000,m514,,m,5-14
9198,MP,2001,m514,,m,5-14
9199,MP,2002,m514,,m,5-14
9200,MP,2003,m514,,m,5-14
9201,MP,2004,m514,,m,5-14
9202,MP,2005,m514,,m,5-14
9203,MP,2006,m514,,m,5-14
9204,MP,2007,m514,0.0,m,5-14
9205,MP,2008,m514,0.0,m,5-14
9206,MR,1980,m514,,m,5-14
9207,MR,1981,m514,,m,5-14
9208,MR,1982,m514,,m,5-14
9209,MR,1983,m514,,m,5-14
9210,MR,1984,m514,,m,5-14
9211,MR,1985,m514,,m,5-14
9212,MR,1986,m514,,m,5-14
9213,MR,1987,m514,,m,5-14
9214,MR,1988,m514,,m,5-14
9215,MR,1989,m514,,m,5-14
9216,MR,1990,m514,,m,5-14
9217,MR,1991,m514,,m,5-14
9218,MR,1992,m514,,m,5-14
9219,MR,1993,m514,,m,5-14
9220,MR,1995,m514,,m,5-14
9221,MR,1996,m514,,m,5-14
9222,MR,1997,m514,,m,5-14
9223,MR,1998,m514,,m,5-14
9224,MR,1999,m514,,m,5-14
9225,MR,2000,m514,,m,5-14
9226,MR,2003,m514,,m,5-14
9227,MR,2004,m514,,m,5-14
9228,MR,2005,m514,,m,5-14
9229,MR,2006,m514,,m,5-14
9230,MR,2007,m514,,m,5-14
9231,MR,2008,m514,,m,5-14
9232,MS,1980,m514,,m,5-14
9233,MS,1981,m514,,m,5-14
9234,MS,1982,m514,,m,5-14
9235,MS,1983,m514,,m,5-14
9236,MS,1984,m514,,m,5-14
9237,MS,1985,m514,,m,5-14
9238,MS,1986,m514,,m,5-14
9239,MS,1987,m514,,m,5-14
9240,MS,1988,m514,,m,5-14
9241,MS,1989,m514,,m,5-14
9242,MS,1990,m514,,m,5-14
9243,MS,1991,m514,,m,5-14
9244,MS,1992,m514,,m,5-14
9245,MS,1994,m514,,m,5-14
9246,MS,1998,m514,,m,5-14
9247,MS,1999,m514,,m,5-14
9248,MS,2000,m514,,m,5-14
9249,MS,2001,m514,,m,5-14
9250,MS,2002,m514,,m,5-14
9251,MS,2003,m514,,m,5-14
9252,MS,2004,m514,,m,5-14
9253,MS,2005,m514,,m,5-14
9254,MS,2006,m514,,m,5-14
9255,MS,2007,m514,,m,5-14
9256,MS,2008,m514,,m,5-14
9257,MT,1980,m514,,m,5-14
9258,MT,1981,m514,,m,5-14
9259,MT,1982,m514,,m,5-14
9260,MT,1983,m514,,m,5-14
9261,MT,1984,m514,,m,5-14
9262,MT,1985,m514,,m,5-14
9263,MT,1986,m514,,m,5-14
9264,MT,1987,m514,,m,5-14
9265,MT,1988,m514,,m,5-14
9266,MT,1989,m514,,m,5-14
9267,MT,1990,m514,,m,5-14
9268,MT,1991,m514,,m,5-14
9269,MT,1992,m514,,m,5-14
9270,MT,1993,m514,,m,5-14
9271,MT,1994,m514,,m,5-14
9272,MT,1995,m514,,m,5-14
9273,MT,1996,m514,,m,5-14
9274,MT,1997,m514,,m,5-14
9275,MT,1998,m514,,m,5-14
9276,MT,1999,m514,,m,5-14
9277,MT,2000,m514,,m,5-14
9278,MT,2001,m514,,m,5-14
9279,MT,2002,m514,,m,5-14
9280,MT,2003,m514,,m,5-14
9281,MT,2004,m514,,m,5-14
9282,MT,2005,m514,0.0,m,5-14
9283,MT,2006,m514,0.0,m,5-14
9284,MT,2007,m514,0.0,m,5-14
9285,MT,2008,m514,0.0,m,5-14
9286,MU,1980,m514,,m,5-14
9287,MU,1981,m514,,m,5-14
9288,MU,1982,m514,,m,5-14
9289,MU,1983,m514,,m,5-14
9290,MU,1984,m514,,m,5-14
9291,MU,1985,m514,,m,5-14
9292,MU,1986,m514,,m,5-14
9293,MU,1987,m514,,m,5-14
9294,MU,1988,m514,,m,5-14
9295,MU,1989,m514,,m,5-14
9296,MU,1990,m514,,m,5-14
9297,MU,1991,m514,,m,5-14
9298,MU,1992,m514,,m,5-14
9299,MU,1993,m514,,m,5-14
9300,MU,1994,m514,,m,5-14
9301,MU,1995,m514,,m,5-14
9302,MU,1996,m514,,m,5-14
9303,MU,1997,m514,,m,5-14
9304,MU,1998,m514,,m,5-14
9305,MU,1999,m514,,m,5-14
9306,MU,2000,m514,,m,5-14
9307,MU,2001,m514,,m,5-14
9308,MU,2002,m514,,m,5-14
9309,MU,2003,m514,,m,5-14
9310,MU,2004,m514,,m,5-14
9311,MU,2005,m514,,m,5-14
9312,MU,2006,m514,,m,5-14
9313,MU,2007,m514,0.0,m,5-14
9314,MU,2008,m514,0.0,m,5-14
9315,MV,1980,m514,,m,5-14
9316,MV,1981,m514,,m,5-14
9317,MV,1982,m514,,m,5-14
9318,MV,1983,m514,,m,5-14
9319,MV,1984,m514,,m,5-14
9320,MV,1985,m514,,m,5-14
9321,MV,1986,m514,,m,5-14
9322,MV,1987,m514,,m,5-14
9323,MV,1988,m514,,m,5-14
9324,MV,1989,m514,,m,5-14
9325,MV,1990,m514,,m,5-14
9326,MV,1991,m514,,m,5-14
9327,MV,1992,m514,,m,5-14
9328,MV,1993,m514,,m,5-14
9329,MV,1994,m514,,m,5-14
9330,MV,1995,m514,,m,5-14
9331,MV,1996,m514,,m,5-14
9332,MV,1997,m514,,m,5-14
9333,MV,1998,m514,,m,5-14
9334,MV,1999,m514,,m,5-14
9335,MV,2000,m514,,m,5-14
9336,MV,2001,m514,,m,5-14
9337,MV,2002,m514,,m,5-14
9338,MV,2003,m514,,m,5-14
9339,MV,2004,m514,,m,5-14
9340,MV,2005,m514,,m,5-14
9341,MV,2006,m514,0.0,m,5-14
9342,MV,2007,m514,0.0,m,5-14
9343,MV,2008,m514,0.0,m,5-14
9344,MW,1980,m514,,m,5-14
9345,MW,1981,m514,,m,5-14
9346,MW,1982,m514,,m,5-14
9347,MW,1983,m514,,m,5-14
9348,MW,1984,m514,,m,5-14
9349,MW,1985,m514,,m,5-14
9350,MW,1986,m514,,m,5-14
9351,MW,1987,m514,,m,5-14
9352,MW,1988,m514,,m,5-14
9353,MW,1989,m514,,m,5-14
9354,MW,1990,m514,,m,5-14
9355,MW,1991,m514,,m,5-14
9356,MW,1992,m514,,m,5-14
9357,MW,1993,m514,,m,5-14
9358,MW,1994,m514,,m,5-14
9359,MW,1995,m514,,m,5-14
9360,MW,1996,m514,,m,5-14
9361,MW,1997,m514,,m,5-14
9362,MW,1998,m514,,m,5-14
9363,MW,1999,m514,,m,5-14
9364,MW,2000,m514,,m,5-14
9365,MW,2001,m514,,m,5-14
9366,MW,2002,m514,,m,5-14
9367,MW,2003,m514,,m,5-14
9368,MW,2004,m514,,m,5-14
9369,MW,2005,m514,,m,5-14
9370,MW,2006,m514,,m,5-14
9371,MW,2007,m514,61.0,m,5-14
9372,MW,2008,m514,55.0,m,5-14
9373,MX,1980,m514,,m,5-14
9374,MX,1981,m514,,m,5-14
9375,MX,1982,m514,,m,5-14
9376,MX,1983,m514,,m,5-14
9377,MX,1984,m514,,m,5-14
9378,MX,1985,m514,,m,5-14
9379,MX,1986,m514,,m,5-14
9380,MX,1987,m514,,m,5-14
9381,MX,1988,m514,,m,5-14
9382,MX,1989,m514,,m,5-14
9383,MX,1990,m514,,m,5-14
9384,MX,1991,m514,,m,5-14
9385,MX,1992,m514,,m,5-14
9386,MX,1993,m514,,m,5-14
9387,MX,1994,m514,,m,5-14
9388,MX,1995,m514,,m,5-14
9389,MX,1996,m514,,m,5-14
9390,MX,1997,m514,,m,5-14
9391,MX,1998,m514,,m,5-14
9392,MX,1999,m514,,m,5-14
9393,MX,2000,m514,,m,5-14
9394,MX,2001,m514,,m,5-14
9395,MX,2002,m514,,m,5-14
9396,MX,2003,m514,,m,5-14
9397,MX,2004,m514,,m,5-14
9398,MX,2005,m514,,m,5-14
9399,MX,2006,m514,61.0,m,5-14
9400,MX,2007,m514,84.0,m,5-14
9401,MX,2008,m514,62.0,m,5-14
9402,MY,1980,m514,,m,5-14
9403,MY,1981,m514,,m,5-14
9404,MY,1982,m514,,m,5-14
9405,MY,1983,m514,,m,5-14
9406,MY,1984,m514,,m,5-14
9407,MY,1985,m514,,m,5-14
9408,MY,1986,m514,,m,5-14
9409,MY,1987,m514,,m,5-14
9410,MY,1988,m514,,m,5-14
9411,MY,1989,m514,,m,5-14
9412,MY,1990,m514,,m,5-14
9413,MY,1991,m514,,m,5-14
9414,MY,1992,m514,,m,5-14
9415,MY,1993,m514,,m,5-14
9416,MY,1994,m514,,m,5-14
9417,MY,1995,m514,,m,5-14
9418,MY,1996,m514,,m,5-14
9419,MY,1997,m514,,m,5-14
9420,MY,1998,m514,,m,5-14
9421,MY,1999,m514,,m,5-14
9422,MY,2000,m514,,m,5-14
9423,MY,2001,m514,,m,5-14
9424,MY,2002,m514,,m,5-14
9425,MY,2003,m514,,m,5-14
9426,MY,2004,m514,,m,5-14
9427,MY,2005,m514,,m,5-14
9428,MY,2006,m514,,m,5-14
9429,MY,2007,m514,137.0,m,5-14
9430,MY,2008,m514,160.0,m,5-14
9431,MZ,1980,m514,,m,5-14
9432,MZ,1981,m514,,m,5-14
9433,MZ,1982,m514,,m,5-14
9434,MZ,1983,m514,,m,5-14
9435,MZ,1984,m514,,m,5-14
9436,MZ,1985,m514,,m,5-14
9437,MZ,1986,m514,,m,5-14
9438,MZ,1987,m514,,m,5-14
9439,MZ,1988,m514,,m,5-14
9440,MZ,1989,m514,,m,5-14
9441,MZ,1990,m514,,m,5-14
9442,MZ,1991,m514,,m,5-14
9443,MZ,1992,m514,,m,5-14
9444,MZ,1993,m514,,m,5-14
9445,MZ,1994,m514,,m,5-14
9446,MZ,1995,m514,,m,5-14
9447,MZ,1996,m514,,m,5-14
9448,MZ,1997,m514,,m,5-14
9449,MZ,1998,m514,,m,5-14
9450,MZ,1999,m514,,m,5-14
9451,MZ,2000,m514,,m,5-14
9452,MZ,2001,m514,,m,5-14
9453,MZ,2002,m514,,m,5-14
9454,MZ,2003,m514,,m,5-14
9455,MZ,2004,m514,,m,5-14
9456,MZ,2005,m514,,m,5-14
9457,MZ,2006,m514,,m,5-14
9458,MZ,2007,m514,,m,5-14
9459,MZ,2008,m514,,m,5-14
9460,,1985,m514,,m,5-14
9461,,1986,m514,,m,5-14
9462,,1987,m514,,m,5-14
9463,,1988,m514,,m,5-14
9464,,1989,m514,,m,5-14
9465,,1990,m514,,m,5-14
9466,,1991,m514,,m,5-14
9467,,1992,m514,,m,5-14
9468,,1993,m514,,m,5-14
9469,,1995,m514,,m,5-14
9470,,1996,m514,,m,5-14
9471,,1997,m514,,m,5-14
9472,,1998,m514,,m,5-14
9473,,1999,m514,,m,5-14
9474,,2000,m514,,m,5-14
9475,,2001,m514,,m,5-14
9476,,2002,m514,,m,5-14
9477,,2003,m514,,m,5-14
9478,,2004,m514,,m,5-14
9479,,2005,m514,,m,5-14
9480,,2006,m514,,m,5-14
9481,,2007,m514,,m,5-14
9482,,2008,m514,,m,5-14
9483,NC,1980,m514,,m,5-14
9484,NC,1981,m514,,m,5-14
9485,NC,1982,m514,,m,5-14
9486,NC,1983,m514,,m,5-14
9487,NC,1984,m514,,m,5-14
9488,NC,1985,m514,,m,5-14
9489,NC,1986,m514,,m,5-14
9490,NC,1987,m514,,m,5-14
9491,NC,1988,m514,,m,5-14
9492,NC,1989,m514,,m,5-14
9493,NC,1990,m514,,m,5-14
9494,NC,1991,m514,,m,5-14
9495,NC,1992,m514,,m,5-14
9496,NC,1993,m514,,m,5-14
9497,NC,1994,m514,,m,5-14
9498,NC,1995,m514,,m,5-14
9499,NC,1996,m514,,m,5-14
9500,NC,1997,m514,,m,5-14
9501,NC,1998,m514,,m,5-14
9502,NC,1999,m514,,m,5-14
9503,NC,2000,m514,,m,5-14
9504,NC,2001,m514,,m,5-14
9505,NC,2002,m514,,m,5-14
9506,NC,2003,m514,,m,5-14
9507,NC,2004,m514,,m,5-14
9508,NC,2005,m514,,m,5-14
9509,NC,2006,m514,,m,5-14
9510,NC,2007,m514,,m,5-14
9511,NC,2008,m514,0.0,m,5-14
9512,NE,1980,m514,,m,5-14
9513,NE,1981,m514,,m,5-14
9514,NE,1982,m514,,m,5-14
9515,NE,1983,m514,,m,5-14
9516,NE,1984,m514,,m,5-14
9517,NE,1985,m514,,m,5-14
9518,NE,1986,m514,,m,5-14
9519,NE,1987,m514,,m,5-14
9520,NE,1988,m514,,m,5-14
9521,NE,1989,m514,,m,5-14
9522,NE,1990,m514,,m,5-14
9523,NE,1993,m514,,m,5-14
9524,NE,1994,m514,,m,5-14
9525,NE,1995,m514,,m,5-14
9526,NE,1996,m514,,m,5-14
9527,NE,1997,m514,,m,5-14
9528,NE,1998,m514,,m,5-14
9529,NE,1999,m514,,m,5-14
9530,NE,2000,m514,,m,5-14
9531,NE,2001,m514,,m,5-14
9532,NE,2002,m514,,m,5-14
9533,NE,2003,m514,,m,5-14
9534,NE,2004,m514,,m,5-14
9535,NE,2005,m514,,m,5-14
9536,NE,2006,m514,,m,5-14
9537,NE,2007,m514,,m,5-14
9538,NE,2008,m514,30.0,m,5-14
9539,NG,1980,m514,,m,5-14
9540,NG,1981,m514,,m,5-14
9541,NG,1982,m514,,m,5-14
9542,NG,1983,m514,,m,5-14
9543,NG,1984,m514,,m,5-14
9544,NG,1985,m514,,m,5-14
9545,NG,1986,m514,,m,5-14
9546,NG,1987,m514,,m,5-14
9547,NG,1988,m514,,m,5-14
9548,NG,1989,m514,,m,5-14
9549,NG,1990,m514,,m,5-14
9550,NG,1991,m514,,m,5-14
9551,NG,1992,m514,,m,5-14
9552,NG,1993,m514,,m,5-14
9553,NG,1994,m514,,m,5-14
9554,NG,1995,m514,,m,5-14
9555,NG,1996,m514,,m,5-14
9556,NG,1997,m514,,m,5-14
9557,NG,1998,m514,,m,5-14
9558,NG,1999,m514,,m,5-14
9559,NG,2000,m514,,m,5-14
9560,NG,2001,m514,,m,5-14
9561,NG,2002,m514,,m,5-14
9562,NG,2003,m514,,m,5-14
9563,NG,2004,m514,,m,5-14
9564,NG,2005,m514,,m,5-14
9565,NG,2006,m514,,m,5-14
9566,NG,2007,m514,,m,5-14
9567,NG,2008,m514,,m,5-14
9568,NI,1980,m514,,m,5-14
9569,NI,1981,m514,,m,5-14
9570,NI,1982,m514,,m,5-14
9571,NI,1983,m514,,m,5-14
9572,NI,1984,m514,,m,5-14
9573,NI,1985,m514,,m,5-14
9574,NI,1986,m514,,m,5-14
9575,NI,1987,m514,,m,5-14
9576,NI,1988,m514,,m,5-14
9577,NI,1989,m514,,m,5-14
9578,NI,1990,m514,,m,5-14
9579,NI,1991,m514,,m,5-14
9580,NI,1992,m514,,m,5-14
9581,NI,1993,m514,,m,5-14
9582,NI,1994,m514,,m,5-14
9583,NI,1995,m514,,m,5-14
9584,NI,1996,m514,,m,5-14
9585,NI,1997,m514,,m,5-14
9586,NI,1998,m514,,m,5-14
9587,NI,1999,m514,,m,5-14
9588,NI,2000,m514,,m,5-14
9589,NI,2001,m514,,m,5-14
9590,NI,2002,m514,,m,5-14
9591,NI,2003,m514,,m,5-14
9592,NI,2004,m514,,m,5-14
9593,NI,2005,m514,,m,5-14
9594,NI,2006,m514,0.0,m,5-14
9595,NI,2007,m514,0.0,m,5-14
9596,NI,2008,m514,,m,5-14
9597,NL,1980,m514,,m,5-14
9598,NL,1981,m514,,m,5-14
9599,NL,1982,m514,,m,5-14
9600,NL,1983,m514,,m,5-14
9601,NL,1984,m514,,m,5-14
9602,NL,1985,m514,,m,5-14
9603,NL,1986,m514,,m,5-14
9604,NL,1987,m514,,m,5-14
9605,NL,1988,m514,,m,5-14
9606,NL,1989,m514,,m,5-14
9607,NL,1990,m514,,m,5-14
9608,NL,1991,m514,,m,5-14
9609,NL,1992,m514,,m,5-14
9610,NL,1993,m514,,m,5-14
9611,NL,1994,m514,,m,5-14
9612,NL,1995,m514,,m,5-14
9613,NL,1996,m514,,m,5-14
9614,NL,1997,m514,,m,5-14
9615,NL,1998,m514,,m,5-14
9616,NL,1999,m514,,m,5-14
9617,NL,2000,m514,,m,5-14
9618,NL,2001,m514,,m,5-14
9619,NL,2002,m514,,m,5-14
9620,NL,2003,m514,,m,5-14
9621,NL,2004,m514,,m,5-14
9622,NL,2005,m514,0.0,m,5-14
9623,NL,2006,m514,0.0,m,5-14
9624,NL,2007,m514,0.0,m,5-14
9625,NL,2008,m514,0.0,m,5-14
9626,NO,1980,m514,,m,5-14
9627,NO,1981,m514,,m,5-14
9628,NO,1982,m514,,m,5-14
9629,NO,1983,m514,,m,5-14
9630,NO,1984,m514,,m,5-14
9631,NO,1985,m514,,m,5-14
9632,NO,1986,m514,,m,5-14
9633,NO,1987,m514,,m,5-14
9634,NO,1988,m514,,m,5-14
9635,NO,1989,m514,,m,5-14
9636,NO,1990,m514,,m,5-14
9637,NO,1991,m514,,m,5-14
9638,NO,1992,m514,,m,5-14
9639,NO,1993,m514,,m,5-14
9640,NO,1994,m514,,m,5-14
9641,NO,1995,m514,,m,5-14
9642,NO,1996,m514,,m,5-14
9643,NO,1997,m514,,m,5-14
9644,NO,1998,m514,,m,5-14
9645,NO,1999,m514,,m,5-14
9646,NO,2000,m514,,m,5-14
9647,NO,2001,m514,,m,5-14
9648,NO,2002,m514,,m,5-14
9649,NO,2003,m514,,m,5-14
9650,NO,2004,m514,,m,5-14
9651,NO,2005,m514,0.0,m,5-14
9652,NO,2006,m514,0.0,m,5-14
9653,NO,2007,m514,,m,5-14
9654,NO,2008,m514,1.0,m,5-14
9655,NP,1980,m514,,m,5-14
9656,NP,1981,m514,,m,5-14
9657,NP,1982,m514,,m,5-14
9658,NP,1983,m514,,m,5-14
9659,NP,1984,m514,,m,5-14
9660,NP,1985,m514,,m,5-14
9661,NP,1986,m514,,m,5-14
9662,NP,1987,m514,,m,5-14
9663,NP,1988,m514,,m,5-14
9664,NP,1989,m514,,m,5-14
9665,NP,1990,m514,,m,5-14
9666,NP,1991,m514,,m,5-14
9667,NP,1993,m514,,m,5-14
9668,NP,1994,m514,,m,5-14
9669,NP,1995,m514,,m,5-14
9670,NP,1996,m514,,m,5-14
9671,NP,1997,m514,,m,5-14
9672,NP,1998,m514,,m,5-14
9673,NP,1999,m514,,m,5-14
9674,NP,2000,m514,,m,5-14
9675,NP,2001,m514,,m,5-14
9676,NP,2002,m514,,m,5-14
9677,NP,2003,m514,,m,5-14
9678,NP,2004,m514,,m,5-14
9679,NP,2005,m514,,m,5-14
9680,NP,2006,m514,0.0,m,5-14
9681,NP,2007,m514,0.0,m,5-14
9682,NP,2008,m514,,m,5-14
9683,NR,1980,m514,,m,5-14
9684,NR,1981,m514,,m,5-14
9685,NR,1982,m514,,m,5-14
9686,NR,1983,m514,,m,5-14
9687,NR,1984,m514,,m,5-14
9688,NR,1985,m514,,m,5-14
9689,NR,1986,m514,,m,5-14
9690,NR,1987,m514,,m,5-14
9691,NR,1988,m514,,m,5-14
9692,NR,1989,m514,,m,5-14
9693,NR,1990,m514,,m,5-14
9694,NR,1994,m514,,m,5-14
9695,NR,1998,m514,,m,5-14
9696,NR,1999,m514,,m,5-14
9697,NR,2000,m514,,m,5-14
9698,NR,2001,m514,,m,5-14
9699,NR,2002,m514,,m,5-14
9700,NR,2003,m514,,m,5-14
9701,NR,2004,m514,,m,5-14
9702,NR,2005,m514,,m,5-14
9703,NR,2006,m514,0.0,m,5-14
9704,NR,2007,m514,0.0,m,5-14
9705,NR,2008,m514,0.0,m,5-14
